Id,SalePrice
1890,131901.27
1891,138708.17
1892,104936.41
1893,126958.69
1894,125005.79
1895,140970.55
1896,126764.99
1897,119468.125
1898,101090.33
1899,153223.22
1900,163871.6
1901,172968.53
1902,139701.55
1903,212584.88
1904,149857.94
1905,201239.06
1906,166123.75
1907,215785.27
1908,123308.77
1909,135238.44
1910,122104.87
1911,204113.39
1912,277019.9
1913,144449.94
1914,68899.875
1915,342274.03
1916,71621.125
1917,253037.06
1918,140159.95
1919,162949.86
1920,137516.84
1921,405233.97
1922,303134.5
1923,220318.7
1924,241988.25
1925,216788.73
1926,369919.72
1927,134321.31
1928,157972.64
1929,130009.984
1930,132224.72
1931,143568.03
1932,142010.9
1933,179034.08
1934,182092.84
1935,173190.05
1936,188707.08
1937,181491.55
1938,171569.53
1939,260707.98
1940,198316.34
1941,175539.16
1942,192319.22
1943,206147.36
1944,333538.47
1945,382768.03
1946,156267.58
1947,320943.9
1948,166250.72
1949,260375.88
1950,185928.02
1951,261066.98
1952,251261.5
1953,179807.8
1954,189499.4
1955,129971.85
1956,275124.9
1957,158205.52
1958,315148.5
1959,132794.9
1960,113931.89
1961,114296.31
1962,94267.266
1963,112758.51
1964,113929.72
1965,150970.22
1966,147537.72
1967,316892.0
1968,409416.0
1969,376678.44
1970,460131.44
1971,464049.97
1972,352309.28
1973,257788.53
1974,311181.3
1975,472183.25
1976,274867.9
1977,354548.1
1978,410678.66
1979,330284.5
1980,190226.2
1981,332478.44
1982,248181.81
1983,227771.19
1984,163926.66
1985,212422.23
1986,204400.75
1987,185214.19
1988,179746.14
1989,186171.69
1990,213792.36
1991,255520.36
1992,223031.45
1993,166932.03
1994,229996.47
1995,175569.89
1996,231283.77
1997,325461.22
1998,315028.0
1999,257572.19
2000,315186.4
2001,262169.8
2002,232280.36
2003,238095.92
2004,257642.3
2005,246576.83
2006,240191.97
2007,236178.33
2008,219623.7
2009,194776.33
2010,185992.56
2011,148379.72
2012,172748.64
2013,183631.8
2014,182898.48
2015,197786.02
2016,197808.27
2017,205167.34
2018,120735.15
2019,131806.33
2020,111874.36
2021,112720.62
2022,177606.2
2023,136081.83
2024,224072.05
2025,430366.62
2026,174794.28
2027,152065.11
2028,146550.22
2029,183043.75
2030,272376.56
2031,255447.4
2032,278367.34
2033,255084.38
2034,158861.84
2035,226399.98
2036,180904.22
2037,194790.03
2038,316562.5
2039,218154.17
2040,386519.7
2041,283834.25
2042,207263.72
2043,161892.56
2044,174043.7
2045,226427.11
2046,128046.91
2047,149846.42
2048,142977.86
2049,131661.55
2050,183594.89
2051,108575.734
2052,134412.88
2053,143840.22
2054,79839.96
2055,150942.86
2056,132730.11
2057,122029.65
2058,245084.83
2059,126235.695
2060,166603.31
2061,180717.95
2062,131027.08
2063,115313.76
2064,144230.55
2065,128202.78
2066,171555.7
2067,112801.54
2068,126706.51
2069,84328.05
2070,111761.18
2071,87837.32
2072,122110.08
2073,137382.1
2074,179389.62
2075,149500.12
2076,123715.734
2077,153345.05
2078,132408.11
2079,128934.53
2080,118901.94
2081,120886.98
2082,138085.31
2083,141164.92
2084,112773.83
2085,130208.875
2086,128450.87
2087,116043.836
2088,103373.92
2089,79359.766
2090,124673.3
2091,125345.625
2092,135643.52
2093,127358.89
2094,129270.82
2095,139887.38
2096,74217.66
2097,100306.22
2098,147283.92
2099,58840.38
2100,96098.164
2101,128326.34
2102,127611.52
2103,106583.13
2104,123944.79
2105,127639.12
2106,72766.85
2107,231064.23
2108,116963.17
2109,117419.23
2110,130844.76
2111,149556.33
2112,139305.42
2113,130317.62
2114,102709.4
2115,157741.14
2116,124670.12
2117,159184.6
2118,120434.414
2119,105035.74
2120,105631.125
2121,114419.9
2122,110911.19
2123,89863.13
2124,158461.33
2125,122587.89
2126,165895.61
2127,167161.03
2128,126833.31
2129,102670.31
2130,147298.19
2131,164487.44
2132,114646.13
2133,116073.52
2134,123071.95
2135,101756.92
2136,74308.99
2137,116947.34
2138,133136.47
2139,153623.73
2140,138678.94
2141,141934.19
2142,138124.48
2143,147486.02
2144,107346.2
2145,133271.62
2146,166590.72
2147,142509.28
2148,129794.81
2149,145636.88
2150,232701.86
2151,126318.625
2152,195527.23
2153,165714.75
2154,115425.25
2155,131367.53
2156,235418.3
2157,244482.28
2158,244732.83
2159,213096.3
2160,165766.31
2161,245605.62
2162,410138.1
2163,346427.62
2164,259152.66
2165,192500.39
2166,145050.66
2167,212773.36
2168,215751.47
2169,194225.45
2170,224107.36
2171,142611.97
2172,131560.0
2173,149745.66
2174,234464.0
2175,294847.72
2176,321465.53
2177,242474.64
2178,218124.05
2179,143259.62
2180,198313.61
2181,185806.2
2182,235108.62
2183,193649.17
2184,129372.11
2185,106651.67
2186,144973.9
2187,145364.19
2188,155710.6
2189,198668.1
2190,80002.85
2191,82299.24
2192,90756.766
2193,99755.24
2194,101379.125
2195,109667.03
2196,104828.47
2197,115613.76
2198,152108.02
2199,175592.02
2200,140777.75
2201,134271.73
2202,216447.98
2203,157763.06
2204,188317.0
2205,122912.6
2206,140892.19
2207,221255.7
2208,238266.94
2209,215730.52
2210,127977.19
2211,113307.54
2212,114228.164
2213,107349.16
2214,137364.34
2215,102334.164
2216,139696.77
2217,88881.55
2218,74021.13
2219,63883.754
2220,64282.957
2221,340848.6
2222,262887.38
2223,270842.2
2224,217300.53
2225,123120.17
2226,173472.77
2227,198216.39
2228,284111.28
2229,249203.0
2230,170149.55
2231,207966.88
2232,172863.22
2233,177981.64
2234,274245.25
2235,203044.42
2236,290477.56
2237,352937.0
2238,210886.34
2239,110777.445
2240,160584.84
2241,167211.81
2242,130025.46
2243,116002.92
2244,98609.67
2245,94854.27
2246,147690.22
2247,107503.12
2248,128758.21
2249,124933.734
2250,138222.86
2251,117758.984
2252,175917.28
2253,158887.2
2254,179112.22
2255,185282.6
2256,177174.31
2257,200503.33
2258,168205.55
2259,179029.06
2260,153264.11
2261,181030.36
2262,200914.12
2263,340644.12
2264,433910.88
2265,187328.81
2266,314018.56
2267,390231.8
2268,393767.94
2269,164527.55
2270,182634.47
2271,250820.92
2272,201275.98
2273,167308.44
2274,178673.34
2275,170172.72
2276,188116.44
2277,189576.23
2278,155020.98
2279,130644.04
2280,124333.875
2281,177012.39
2282,184205.25
2283,99163.73
2284,113583.18
2285,149234.03
2286,123903.22
2287,351484.44
2288,275574.38
2289,365141.5
2290,477080.97
2291,327210.28
2292,413710.66
2293,482789.7
2294,390612.88
2295,464978.4
2296,306107.03
2297,322176.22
2298,334329.62
2299,399363.5
2300,326544.1
2301,280726.2
2302,237284.97
2303,243204.98
2304,239687.86
2305,188052.69
2306,185679.4
2307,189793.16
2308,209502.61
2309,288411.84
2310,231821.12
2311,186467.23
2312,179874.12
2313,175419.78
2314,162595.0
2315,175140.23
2316,190819.61
2317,185849.73
2318,178477.25
2319,175256.16
2320,187849.55
2321,252563.25
2322,167137.11
2323,174343.12
2324,166581.1
2325,213512.5
2326,165096.72
2327,211539.9
2328,226720.77
2329,192576.6
2330,171292.47
2331,366735.66
2332,410882.22
2333,305683.94
2334,257370.42
2335,269438.6
2336,322783.25
2337,222535.98
2338,304589.8
2339,211673.27
2340,383777.5
2341,207657.94
2342,252165.17
2343,228320.72
2344,238532.58
2345,236839.66
2346,230862.62
2347,211580.61
2348,242228.4
2349,166498.36
2350,285493.4
2351,235125.5
2352,230190.62
2353,231119.61
2354,133835.98
2355,155376.28
2356,146583.61
2357,190467.25
2358,194122.64
2359,127728.05
2360,121459.695
2361,139468.94
2362,279906.84
2363,139677.73
2364,156982.44
2365,245100.9
2366,190785.89
2367,215502.3
2368,211559.56
2369,205917.98
2370,178154.38
2371,168483.39
2372,187259.14
2373,285293.6
2374,309589.72
2375,255478.36
2376,271882.6
2377,343132.25
2378,140053.03
2379,185570.3
2380,145113.98
2381,160999.27
2382,191170.67
2383,208425.34
2384,253535.8
2385,162791.78
2386,133471.55
2387,136536.98
2388,100301.86
2389,130920.234
2390,144430.95
2391,146434.6
2392,117298.81
2393,161636.58
2394,145836.89
2395,211365.39
2396,146539.2
2397,210571.95
2398,126286.48
2399,51939.715
2400,53212.887
2401,115022.25
2402,134736.34
2403,129005.055
2404,142409.56
2405,165912.94
2406,140722.88
2407,128535.41
2408,142559.7
2409,128543.125
2410,167173.67
2411,122064.195
2412,150116.84
2413,137442.78
2414,136309.72
2415,122333.19
2416,123677.695
2417,139213.23
2418,124258.67
2419,123841.93
2420,127164.73
2421,151522.42
2422,119264.56
2423,125407.26
2424,162184.88
2425,182882.28
2426,127159.22
2427,137210.19
2428,173117.89
2429,118139.16
2430,131715.38
2431,100202.55
2432,143072.95
2433,145820.72
2434,136827.05
2435,147673.34
2436,103250.305
2437,115556.0
2438,117945.18
2439,107139.92
2440,116781.31
2441,93026.48
2442,97193.67
2443,118964.01
2444,134200.5
2445,86352.49
2446,130880.25
2447,211109.03
2448,139801.1
2449,111706.52
2450,153650.81
2451,128379.93
2452,201980.69
2453,96055.47
2454,129215.39
2455,112341.55
2456,139111.33
2457,128018.414
2458,119493.836
2459,108330.016
2460,136352.28
2461,124425.21
2462,143035.66
2463,128308.21
2464,189375.33
2465,130531.625
2466,109417.664
2467,148908.67
2468,76777.67
2469,74825.85
2470,172822.9
2471,198162.9
2472,178600.38
2473,119278.68
2474,100896.305
2475,227139.28
2476,115915.89
2477,129973.37
2478,158330.6
2479,97714.65
2480,148994.33
2481,126868.76
2482,136368.67
2483,116306.13
2484,126257.82
2485,126785.57
2486,158842.38
2487,174018.78
2488,161411.44
2489,147658.66
2490,159368.62
2491,85209.914
2492,184918.66
2493,141182.14
2494,165503.78
2495,86900.96
2496,228028.6
2497,145762.61
2498,110902.56
2499,97560.81
2500,128033.83
2501,129750.945
2502,150010.64
2503,103593.88
2504,195835.3
2505,228392.73
2506,256756.77
2507,333450.72
2508,253307.5
2509,216481.4
2510,228786.27
2511,176860.47
2512,221123.89
2513,212473.17
2514,238881.12
2515,151304.34
2516,163680.22
2517,136982.12
2518,151599.39
2519,218127.11
2520,212399.72
2521,184279.58
2522,226534.48
2523,123925.91
2524,138548.45
2525,148950.98
2526,135524.73
2527,107727.84
2528,127859.37
2529,135534.27
2530,125504.586
2531,217080.62
2532,221721.94
2533,203121.47
2534,242332.66
2535,323831.62
2536,230546.11
2537,228174.25
2538,180643.55
2539,184372.45
2540,177583.75
2541,177189.1
2542,156149.12
2543,127504.52
2544,134657.0
2545,130111.984
2546,127623.945
2547,136674.86
2548,146529.81
2549,168784.58
2550,308203.5
2551,140564.97
2552,125234.7
2553,77936.12
2554,105316.414
2555,119882.46
2556,95343.55
2557,106624.414
2558,156455.0
2559,133467.39
2560,144792.5
2561,146453.72
2562,141172.94
2563,163422.4
2564,186458.3
2565,129639.086
2566,156479.1
2567,123958.375
2568,207288.11
2569,203274.83
2570,126489.055
2571,186779.97
2572,176571.86
2573,229355.4
2574,302546.8
2575,128770.55
2576,122075.99
2577,166741.45
2578,86923.4
2579,77290.34
2580,131204.6
2581,121346.75
2582,112319.664
2583,276774.28
2584,163249.6
2585,189754.78
2586,208934.62
2587,195176.62
2588,162894.14
2589,152479.6
2590,218052.45
2591,229659.11
2592,216944.39
2593,274199.53
2594,180293.8
2595,202631.69
2596,338812.06
2597,173728.67
2598,275868.22
2599,331979.75
2600,158363.5
2601,150250.56
2602,78971.25
2603,94801.54
2604,82506.805
2605,75948.22
2606,155078.25
2607,176196.45
2608,203680.19
2609,171053.1
2610,116394.195
2611,128995.33
2612,150808.14
2613,131016.875
2614,135429.36
2615,154263.83
2616,139731.9
2617,174070.38
2618,192508.16
2619,213705.62
2620,187621.17
2621,178582.19
2622,180913.25
2623,218935.86
2624,282963.62
2625,313686.97
2626,169594.39
2627,169772.5
2628,427815.72
2629,579623.06
2630,354604.44
2631,454211.3
2632,434952.38
2633,323158.5
2634,368750.9
2635,157025.28
2636,180233.31
2637,177909.6
2638,261566.25
2639,193708.72
2640,154841.52
2641,101978.33
2642,184709.6
2643,111317.01
2644,129204.07
2645,103499.0
2646,93750.26
2647,103066.45
2648,139831.45
2649,153389.27
2650,149871.28
2651,147874.92
2652,439759.62
2653,247742.08
2654,241389.75
2655,345390.03
2656,295277.25
2657,340394.7
2658,283770.72
2659,318595.66
2660,332053.66
2661,320866.84
2662,282632.6
2663,269518.66
2664,281518.72
2665,314111.4
2666,293337.25
2667,164446.75
2668,172504.22
2669,180540.86
2670,288696.72
2671,175817.94
2672,185092.19
2673,215674.23
2674,212234.89
2675,172827.86
2676,179467.84
2677,188491.86
2678,258829.27
2679,273369.34
2680,274224.4
2681,416701.25
2682,328545.1
2683,502303.94
2684,316069.47
2685,366879.5
2686,268725.44
2687,354716.62
2688,224505.38
2689,220055.6
2690,474608.44
2691,194004.48
2692,125169.15
2693,190811.27
2694,131296.11
2695,181536.34
2696,176660.62
2697,186352.83
2698,187818.06
2699,174251.95
2700,160459.7
2701,143301.36
2702,107854.82
2703,129189.82
2704,137260.6
2705,123931.44
2706,120845.08
2707,125789.484
2708,135577.38
2709,123457.48
2710,128221.7
2711,264459.84
2712,372850.28
2713,180700.97
2714,147473.3
2715,170511.81
2716,150609.06
2717,182949.42
2718,232044.56
2719,159564.05
2720,153729.7
2721,141566.66
2722,158237.06
2723,140878.11
2724,129311.88
2725,135330.03
2726,144081.86
2727,177442.2
2728,179469.97
2729,143113.28
2730,147136.2
2731,128517.14
2732,123421.27
2733,157792.31
2734,136604.06
2735,132812.16
2736,144450.92
2737,126176.43
2738,126721.445
2739,154375.73
2740,144078.78
2741,146604.78
2742,158950.03
2743,150089.31
2744,154293.31
2745,139870.5
2746,143197.12
2747,165134.86
2748,126938.21
2749,127325.85
2750,139395.66
2751,134891.73
2752,188381.92
2753,157924.73
2754,207302.3
2755,123776.86
2756,105227.42
2757,79167.19
2758,84462.92
2759,163388.1
2760,129766.3
2761,143071.06
2762,147013.2
2763,184718.8
2764,159578.03
2765,272686.44
2766,137919.84
2767,91938.78
2768,128653.6
2769,125006.86
2770,145445.78
2771,115195.77
2772,118812.35
2773,155683.16
2774,136116.22
2775,126528.125
2776,146900.1
2777,144456.53
2778,119278.79
2779,123380.57
2780,105006.664
2781,94329.914
2782,92732.12
2783,106320.94
2784,126540.41
2785,129973.73
2786,68243.0
2787,114957.77
2788,70796.59
2789,210210.56
2790,85547.43
2791,109394.7
2792,67238.33
2793,178381.36
2794,107991.26
2795,125623.32
2796,99857.14
2797,203813.72
2798,133618.03
2799,119195.28
2800,68003.875
2801,109836.21
2802,134732.81
2803,144322.3
2804,134041.11
2805,95244.71
2806,72673.34
2807,148318.22
2808,154775.34
2809,133570.55
2810,136909.11
2811,164958.62
2812,148511.36
2813,145968.4
2814,150458.95
2815,103215.516
2816,265809.8
2817,151755.16
2818,127076.79
2819,169599.34
2820,127839.164
2821,107211.875
2822,203194.08
2823,257924.3
2824,187739.14
2825,149683.17
2826,128894.02
2827,132452.14
2828,205763.7
2829,189655.47
2830,228785.9
2831,182537.38
2832,228089.55
2833,312173.72
2834,214988.14
2835,223722.12
2836,193630.03
2837,162674.55
2838,145614.73
2839,177356.34
2840,196803.72
2841,208960.2
2842,225007.34
2843,157223.44
2844,157042.52
2845,121961.2
2846,214121.88
2847,203628.56
2848,222980.56
2849,203929.53
2850,267244.28
2851,248285.98
2852,218618.8
2853,239125.22
2854,139351.05
2855,204543.67
2856,205260.83
2857,186058.6
2858,197751.69
2859,132488.8
2860,126811.336
2861,126779.51
2862,190907.27
2863,121450.21
2864,246714.06
2865,140877.56
2866,130328.41
2867,88551.9
2868,91131.84
2869,114124.555
2870,133750.3
2871,99251.33
2872,52481.203
2873,101346.66
2874,141188.98
2875,115231.88
2876,153172.48
2877,142472.83
2878,178721.23
2879,139192.9
2880,98752.04
2881,142765.28
2882,170567.03
2883,183411.05
2884,193246.3
2885,211301.6
2886,221753.7
2887,99836.32
2888,128643.23
2889,55157.39
2890,80410.93
2891,143687.14
2892,61649.137
2893,98254.21
2894,44848.88
2895,347227.88
2896,279119.28
2897,217641.12
2898,155603.83
2899,222594.36
2900,166677.94
2901,202108.84
2902,187335.1
2903,347284.25
2904,344461.78
2905,107392.02
2906,199067.52
2907,116968.0
2908,132708.66
2909,141220.9
2910,80342.836
2911,78980.2
2912,146348.81
2913,79752.25
2914,73399.68
2915,81518.12
2916,76938.65
2917,149973.27
2918,109301.56
2919,213878.22
